WORD,Val,Val_sd,joy,joy_sd,anger,anger_sd,sadness,sadness_sd,fear,fear_sd,disgust,disgust_sd
niete,"-1,5",1,"1,7083","1,39810949","2,6667","1,3406","2,125","1,329",2,"1,4142","1,25","0,847"
nikotin,"-0,7","1,41813649","1,3333","0,91287093","2,5714","1,399","1,0952","0,3008","1,3333","0,6583","2,6667","1,4259"
niveau,"1,35294118","1,20308575","1,7727","1,0203556","1,3182","0,5679","1,0455","0,2132","1,2727","0,6311",1,0
nonne,"-0,45","1,05006265","1,8636","1,42412729","1,3182","0,6463","1,5455","0,9117","1,3182","0,9455","1,2273","0,6853"
notar,"-0,2","1,36111409","1,2609","0,8643122","1,913","1,24","1,3043","0,5588","1,6087","1,2336","1,2174","0,8505"
note,"-0,4","1,0749677","2,5909","1,22120514",2,"1,1127","1,4545","0,9117","2,2273","1,4119","1,1364","0,4676"
notfall,"-1,7","0,9486833",1,0,"1,75","0,9105","1,5","0,8272","3,3","1,1743","1,1","0,3078"
notiz,"0,65","0,74515982","2,1429","1,38873015","1,381","0,8047","1,4762","1,1233","1,4286","1,0757","1,2381","0,8891"
notwehr,"-1,1","1,37032032","1,0476","0,21821789","1,9524","1,1609","1,3333","0,483","2,7619","1,0911","1,0476","0,2182"
november,"-0,5","1,3540064","1,7","1,1742859","1,3","0,5712",2,"1,0761","1,45","0,9987","1,2","0,5231"
nuckel,"0,86","1,7","2,2857","1,18923745","1,2857","0,7838","1,1905","0,6016","1,2381","0,6249","1,5238","0,8729"
nudel,"1,55","0,88704121","3,5909","1,25959521","1,1818","0,6645","1,2727","0,9351","1,2273","0,8691","1,5","1,2247"
oase,"2,2","0,78881064","4,0476","1,20317042","1,1429","0,4781","1,3333","0,7958","1,7143","0,9024","1,0476","0,2182"
obhut,"0,65","1,56524758","2,4348","1,47173636","1,8261","1,2304","1,6087","1,1575","1,8261","1,1541","1,5217","1,1627"
objekt,"0,35","0,58714295","1,4762","0,92838826","1,0952","0,3008","1,0952","0,3008","1,0952","0,3008",1,0
obst,"1,4","0,51639778","3,7727","1,30682524","1,2273","0,4289","1,1364","0,6396","1,1818","0,8528","1,3182","0,7162"
ochse,"0,1","0,96790604","1,7826","1,24157238","1,4348","0,9921","1,2174","0,8505","1,5217","0,898","1,7826","1,0426"
ofen,1,"0,93","2,6","1,42902249","1,15","0,4894","1,15","0,6708","1,8","1,2814","1,35","0,9881"
offizier,"-1,3529412","1,43299544","1,381","0,86464967","1,7143","0,9024","1,3333","0,7303","1,7143","0,9562","1,2381","0,539"
ohnmacht,"-1,6","0,84327404","1,0476","0,21821789","2,5238","1,167","2,1429","1,2762","2,8571","1,1952","1,4286","1,0282"
ohrfeige,-2,"0,66666667","1,0476","0,21821789","3,8095","1,2891","2,2381","1,1792","2,619","1,6875","1,5238","0,9808"
omen,"-0,2","0,78881064","1,7619","1,17918454","1,7143","1,0071","1,4762","0,8136","2,2381","1,3381","1,3333","0,9129"
onkel,"0,95","1,14593102","2,6818","1,39339816","1,4545","1,0568","1,4545","1,0568","1,2273","0,8691","1,4091","1,1816"
oper,"0,73529412","1,83086043","2,619","1,59612626","1,7143","1,3093","1,7143","1,1892","1,2857","0,9024","1,8095","1,3274"
opfer,"-2,1","1,07115285","1,5","1,10194633","2,8182","1,6514","3,0909","1,6877","2,8636","1,6703","1,9091","1,6303"
opium,"-1,1","1,197219","1,9565","1,26052878","2,1304","1,3247","1,6087","1,0762","1,9565","0,976","1,9565","1,3307"
optik,"0,55","0,99868334","1,7826","0,99802176","1,3043","0,7648","1,4783","1,0816","1,3043","0,8757","1,3478","1,1524"
optimist,"2,1","0,99442893","3,85","1,13670808","1,05","0,2236",1,0,"1,1","0,4472",1,0
orakel,"0,7","0,8232726","1,6364","0,84771146","1,1364","0,3513","1,3182","0,5679","1,7273","1,0771","1,1818","0,6645"
orchidee,"1,68","1,09","3,619","1,35927151",1,0,"1,0952","0,3008",1,0,1,0
orden,"0,35","1,46089374","2,7391","1,21421098","1,8261","1,2304","1,4783","1,1229","1,6087","1,0762","1,5217","1,0816"
ordner,"-0,23","1,38","1,55","0,82557795","1,15","0,4894",1,0,1,0,"1,05","0,2236"
ordnung,"0,9","0,73786479","2,4762","1,20909254","1,4286","0,6761","1,0952","0,3008","1,0952","0,3008","1,0476","0,2182"
organ,0,"0,91766294","1,4167","0,92861124","1,5417","1,1413","1,4167","1,0598","2,0833","1,3805","2,375","1,439"
orgel,"0,95","1,43178211","2,625","1,46888008","1,4167","1,018","2,125","1,2619","1,3333","0,9168","1,4583","1,1413"
orgie,"0,3","1,33749351","2,64","1,68027775","1,52","0,9626","1,32","0,9","1,92","1,382","2,28","1,3392"
orkan,-1,"1,29777137","1,7826","1,31275289","1,7391","1,2142","1,913","1,24","2,913","1,24","1,3478","0,9346"
osten,"0,5",1,"2,125","1,42378858","1,875","1,3613","1,625","1,279","1,4167","1,018","1,4583","1,2504"
osterei,"1,6","0,6992059","3,4762","1,20909254",1,0,"1,0476","0,2182","1,0476","0,2182","1,0952","0,3008"
ostern,"1,05","1,23437604","3,45","1,35627198","1,1","0,3078","1,15","0,3663","1,05","0,2236",1,0
ozean,"1,9","0,99442893","3,7273","1,16217441","1,3182","0,8937","1,8636","1,32","2,0455","1,2141","1,3182","0,9455"
paar,"1,76470588","1,01679304","3,75","1,2513151","1,65","1,1821","1,9","1,1192","1,85","1,1367","1,25","0,7864"
paddel,"0,55","1,3","2,1905","1,16700675","1,0476","0,2182",1,0,"1,0952","0,3008","1,1429","0,4781"
paket,"1,05","0,94451324","3,3182","1,35879371","1,5455","1,0568","1,4091","1,098","1,2273","0,6853","1,3182","0,9455"
pakt,"-0,6","1,26491106","1,8095","0,87287156","1,9524","1,0235","1,381","0,74","2,2381","1,3749","1,4762","0,9808"
palast,"1,7","1,30182059","2,619","1,49920614","1,381","0,669",1,0,"1,0476","0,2182",1,0
palme,"1,6","0,99472292","3,1304","1,54638428","1,1739","0,8341","1,3913","0,9409","1,087","0,417","1,1739","0,8341"
panda,"1,45","1,14","2,8696","1,48643404","1,3478","1,0273","1,5652","1,0798","1,3478","0,8847","1,2174","0,8505"
panik,"-1,8","1,28144655","1,381","1,20317042","2,8571","1,2762","2,4286","1,5675","3,4286","1,5991","1,5714","1,0757"
panne,"-1,9","0,85224163","1,2609","0,8643122","3,4348","1,2368","1,7391","1,1369","2,4348","1,1211","1,6087","1,2699"
panorama,"1,5","0,70710678","3,5238","1,43593341","1,0476","0,2182","1,1905","0,4024","1,0476","0,2182",1,0
panther,"1,4","0,96609178","2,8571","1,31475147","1,0476","0,2182","1,0476","0,2182","1,8095","1,1233","1,0476","0,2182"
panzer,"-2,2","0,63245553","1,3","0,97872097","3,15","1,4965","2,2","1,4726","3,05","1,572","1,8","1,3219"
papa,"1,9","1,197219","3,8095","1,40068011","2,1905","1,167","1,9048","1,3002","1,8095","1,2891","1,2857","0,7171"
papagei,"1,55","1,14","2,9524","1,4309504","1,0476","0,2182","1,0476","0,2182","1,2381","0,7003","1,1905","0,5118"
pappe,"-0,05","0,60480532","1,5455","1,10096377","1,1818","0,8528","1,1818","0,8528","1,1818","0,8528","1,1818","0,8528"
paprika,1,"1,07","2,8095","1,50396302","1,0952","0,4364",1,0,1,0,"1,3333","1,0646"
papst,"0,2","1,03279556","1,56","1,26095202","2,36","1,4107","1,56","1,1576","1,6","1,118","1,72","1,1733"
paradies,"2,8","0,42163702","3,8095","1,50396302","1,0476","0,2182","1,0476","0,2182",1,0,1,0
parasit,"-1,8","0,78881064","1,05","0,2236068","2,15","1,3089","1,1","0,3078","2,5","1,3179","3,65","1,387"
parfum,"0,9","1,197219","3,5","1,27733275","1,05","0,2236","1,05","0,2236",1,0,"1,35","0,5871"
parfÃ¼m,"1,77","1,27","3,1818","1,25873571","1,0909","0,2942",1,0,1,0,"1,5455","0,9625"
paris,"1,65","0,933302","2,9565","1,77042011","1,6522","1,1524","1,3478","1,0273","1,3478","0,9346","1,3043","0,9261"
park,"1,94117647","0,91919518","3,6667","1,11055542","1,2381","0,4364","1,3333","0,7303","1,4762","0,8729","1,1429","0,3586"
parole,"-0,2","1,13529242","1,2727","0,70250017","2,1364","1,4895","1,0455","0,2132","1,2727","0,6311","1,1364","0,6396"
partei,"-0,6","0,6992059","1,3636","0,78954203","2,4545","1,2994","1,0909","0,2942","1,4545","0,9625","1,3636","0,9535"
partisan,"-0,8","0,91893658","1,3333","0,65828059","1,381","0,8646","1,4286","0,8106","1,3333","0,7958","1,0476","0,2182"
partner,"2,1","0,56764621","3,619","1,11696869","1,1905","0,4024","1,1429","0,4781","1,1905","0,6016","1,0476","0,2182"
party,"2,1","0,56764621","3,5","1,31876095","1,4583","0,9771","1,375","0,8754","1,375","0,6469","1,375","0,9237"
passion,"0,9","0,99442893","3,2857","1,34695424","1,0952","0,3008","1,1429","0,3586","1,1429","0,3586","1,0476","0,2182"
paste,"-0,15","0,74515982","1,3043","0,87567027","1,2609","0,8643","1,1739","0,8341","1,1739","0,8341","1,9565","1,3307"
pastor,"-0,65","1,26802789","1,6667","0,79582243","1,381","0,5896","1,381","0,5896","1,1429","0,3586","1,0476","0,2182"
pater,"-0,1","1,51830931","1,52","1,15902258","1,6","1,0801","1,64","1,1504","1,68","1,249","1,52","1,159"
patient,-1,"1,15470054","1,4286","0,97833678","1,2857","0,7171","1,619","0,9207","2,0476","1,2836","1,2381","0,4364"
pause,"1,15","1,13670808","3,2727","1,57908407","1,3182","0,8937","1,2273","0,8691","1,5","1,0118","1,1818","0,8528"
pech,-2,"0,81649658","1,1739","0,83405766","3,0435","1,1862","2,6957","1,5793","2,6087","1,4997","1,6522","1,0706"
pedal,"0,45","0,94451324","1,8636","1,2834275","1,3182","0,7799","1,2273","0,8691","1,3636","0,8477","1,3636","1,177"
pedant,"-1,05","1,23437604","1,1905","0,87287156","2,7143","1,2705","1,2381","0,539","1,381","0,8646","1,2381","0,7003"
pegel,"-0,45","0,75915465","1,4091","1,09801079","1,9545","1,362","1,3636","0,9535","1,6364","1,0931","1,9545","1,5577"
pein,"-1,9","1,10050493","1,4","0,99472292","2,65","1,2258","2,4","1,2312","3,05","1,3563","1,95","0,9987"
peiniger,"-2,3","0,48304589","1,0476","0,21821789","3,5714","1,1212","2,1429","1,3148","3,0952","1,3749","2,3333","1,5275"
peitsche,-1,"0,94280904","1,1429","0,47809144","2,4286","1,165","1,381","0,74","2,2381","1,0911","1,5238","0,9284"
pelz,"-0,3","0,9486833","1,4","0,68055705","2,55","1,6376","2,4","1,5694","1,75","1,2927","2,85","1,5985"
pendel,"0,3","0,80131471","1,3636","0,65795169","1,2727","0,8827","1,1364","0,4676","1,5455","0,9625","1,1364","0,4676"
pensum,"-0,4","1,18765581","1,0909","0,29424494","2,0455","1,2141","1,1818","0,3948","1,6818","0,7799","1,1818","0,8528"
perle,"1,5","0,9459053","3,3913","1,43777386","1,1739","0,8341","1,2609","0,7518","1,2174","0,8505","1,3913","1,1575"
perser,"0,2","1,32188064","1,7619","1,17918454","1,1429","0,4781","1,0476","0,2182","1,1905","0,5118","1,1905","0,5118"
person,"0,5","0,76088591","1,5455","1,05682691","1,2727","0,6311","1,1364","0,4676","1,1818","0,5011","1,0455","0,2132"
pest,"-2,8","0,42163702","1,0476","0,21821789","2,2381","1,3749","2,8095","1,504","3,3333","1,354","3,9048","1,3381"
pfaffe,"-1,6","0,82078268","1,4091","0,79636621","1,7727","1,2318","1,0909","0,4264","1,0455","0,2132","1,1364","0,3513"
pfanne,"0,65","0,8127277","1,8182","1,05272271","1,0455","0,2132",1,0,1,0,"1,1364","0,3513"
pfarrer,"0,4","0,84327404","1,85","1,34848843","1,35","0,6708","1,5","0,8885","1,25","0,4443","1,1","0,3078"
pfau,"1,09","1,11","3,1","1,37266548","1,1","0,3078","1,2","0,8944","1,3","0,7327","1,1","0,3078"
pfeife,"0,4","0,88257995","1,2857","0,56061191","1,8571","1,0142","1,0476","0,2182","1,1429","0,3586","1,4762","0,9284"
pfeil,"-1,18","1,1","2,3478","1,40158014","1,7826","1,3469","1,8261","1,2304","2,2609","1,2511","1,3043","0,8757"
pferd,"1,18","1,3","3,3043","1,36297744","1,3913","0,8913","1,4783","0,9472","1,5652","0,9921","1,5217","1,0816"
pflaster,"-0,55","1,34","1,2727","0,6310851","1,1818","0,5011","1,1818","0,6645","1,3636","0,7895","1,4545","0,671"
pflege,"0,45","1,46808145","2,0952","1,09108945","1,381","0,8047","1,2857","0,4629","1,5238","0,9284","1,381","0,74"
pflicht,"-0,3","1,41813649","1,55","1,19097483","2,35","1,04","1,2","0,5231","1,45","0,6863","1,05","0,2236"
pfote,"0,85","0,74515982","2,9565","1,74455675","1,3043","1,0196","1,6522","1,465","1,6522","1,465","1,6087","1,2336"
phase,0,"0,72547625","1,6667","1,09014026","1,7083","1,1971","1,4167","1,018","1,5417","1,0624","1,3333","1,1293"
phonem,"-0,9","1,79195734","1,1429","0,35856858","1,1429","0,4781",1,0,1,0,"1,0952","0,4364"
photo,"1,55","0,88704121",3,"1,41421356","1,3913","0,7223","1,3913","0,9881","1,2174","0,8505","1,1739","0,8341"
pilger,"0,15","1,26802789","1,9091","1,1509454","1,0909","0,4264","1,1364","0,4676","1,1364","0,4676","1,0455","0,2132"
pille,"-0,6","1,53554379",2,"1,38169856","1,8261","1,1541","1,6087","1,0762","2,4348","1,376","1,9565","1,3644"
pilot,"0,6","0,94032469","1,9545","1,25270271","1,5","1,1019","1,2727","0,9351","1,8182","1,1396","1,2727","0,9351"
pilz,"-0,5","1,65","2,45","1,43178211","1,35","0,6708","1,05","0,2236","1,65","1,04","2,45","1,2344"
pinsel,"0,55","0,88704121","2,1818","1,29601454","1,1364","0,6396",1,0,"1,0455","0,2132","1,0909","0,2942"
pinzette,"-0,41","1,4","1,0952","0,3007926","1,1429","0,3586","1,0952","0,4364","1,5714","1,1212","1,619","0,9207"
piranha,"-1,3","0,8232726","1,381","0,86464967","1,381","0,74","1,0476","0,2182","2,6667","1,2383","1,6667","1,0165"
pirat,"-0,2","1,50787407","2,6818","1,46014884","1,5","0,9129","1,4091","1,0538","1,8636","1,2458","1,4091","0,9081"
piste,"0,85","1,49648711","2,0435","1,36442665","1,4783","1,0816","1,1739","0,8341","1,8261","1,3702","1,2609","0,8643"
pistole,"-1,5","1,1785113","1,1905","0,87287156","2,2857","1,1892","1,381","0,669","3,2381","1,2209","1,5238","1,0305"
pizzeria,"1,4","0,96609178","3,2381","1,41084237","1,1905","0,5118","1,0952","0,4364","1,0952","0,4364","1,2381","0,539"
plage,-2,"0,79471941","1,3913","0,98807114","2,9565","1,461","1,913","1,0407","2,3478","1,3007","2,1304","1,29"
plagiat,"-0,8","0,78881064","1,1905","0,87287156","2,4762","1,569",1,0,"1,2857","0,5606",1,0
plakat,"0,7","0,86450473","1,5455","1,01076457","1,3182","0,5679","1,0909","0,4264","1,1364","0,4676","1,1364","0,4676"
plan,"0,7","0,8232726","2,3913","1,46904825","1,4783","0,6653","1,2609","0,6192","1,7391","0,9154","1,1739","0,491"
planet,"1,2","0,95145318","2,4762","1,24976188","1,0476","0,2182","1,2381","0,539","1,4762","0,8729","1,0476","0,2182"
plantage,"0,6","0,6992059","2,1429","1,31475147","1,2381","0,6249","1,0952","0,3008","1,0476","0,2182","1,1429","0,4781"
platin,"1,3","1,05934991","2,619","1,35927151",1,0,1,0,1,0,1,0
platte,"0,45","1,09904265","1,2857","0,56061191","1,0476","0,2182",1,0,"1,0476","0,2182","1,1429","0,3586"
platz,"0,38235294","0,92161603","2,0909","1,41114917","1,5","1,0118","1,3636","1,0486","1,4091","0,9591","1,4091","1,098"
poesie,"1,2","0,91893658","3,4286","1,36277029",1,0,"1,4286","0,6761","1,0476","0,2182",1,0
pointe,"1,5","1,26929552","2,5238","1,16700675","1,1429","0,4781","1,0476","0,2182","1,0476","0,2182","1,0476","0,2182"
pokal,1,"1,1697953","3,087","1,2399796","1,4783","1,0816","1,5217","1,1627","1,4348","1,0798","1,2174","0,8505"
poker,"0,2","1,03279556","2,2174","1,27765843","1,6957","0,8757","1,2609","0,8643","1,3913","1,0331","1,2609","0,8643"
politik,"-0,8823529","1,27361823","1,6","0,94032469","2,95","1,3563","1,2","0,5231","1,6","1,0463","1,5","0,8885"
polizei,"-0,2","1,13529242","1,0476","0,21821789","2,1429","1,4243","1,0952","0,3008","1,5238","0,8729","1,2381","0,8891"
polizist,"-0,3","0,8232726","1,2381","0,53895843","2,381","1,6272","1,1905","0,5118","1,8095","0,9808","1,2381","0,8891"
pony,"1,45","0,96","3,2381","1,37494589","1,1429","0,3586","1,0952","0,3008","1,4762","0,8729","1,3333","0,8563"
porree,"-0,18","1,33","1,5455","0,85786405","1,0455","0,2132",1,0,1,0,"1,7273","1,2025"
portal,"0,9","0,78806893",2,"1,11269728","1,0455","0,2132",1,0,"1,0455","0,2132",1,0
porto,"-0,65","0,8127277","1,6364","1,17697977","2,2273","1,3068","1,3182","0,9455","1,3182","0,8937","1,3636","1,177"
portwein,"1,1","0,73786479","2,1905","1,36451631","1,0952","0,3008",1,0,"1,0476","0,2182","1,4286","0,8106"
potenz,"1,15","1,34848843","2,1818","1,36752692","1,2273","0,5284",1,0,"1,0909","0,2942","1,1364","0,3513"
pracht,2,"0,81649658","2,8182","1,40191582","1,1364","0,3513","1,0455","0,2132",1,0,1,0
praline,"1,5","1,08012345","3,5238","1,07791686","1,0476","0,2182",1,0,"1,0476","0,2182","1,2381","0,6249"
pranger,"-2,1","0,56764621","1,3333","1,06458129","2,6667","1,3166","1,5714","1,1212","2,1429","1,3887","1,4286","0,9258"
pranke,"-0,95","0,88704121","1,0952","0,3007926","1,381","0,74","1,0476","0,2182","2,0476","1,0713","1,7143","0,9562"
prater,"0,55","1,14593102","1,65","1,08942283","1,2","0,6959",1,0,"1,25","0,7164","1,2","0,8944"
preis,"0,1","1,52388393","2,2917","1,45898019","2,2083","1,3825","1,7917","1,3181","1,7083","1,3015","1,4167","1,1765"
prellung,"-1,5","0,70710678","1,0476","0,21821789","2,1429","1,2364","1,4286","0,8106","1,7619","1,0443","1,3333","0,7303"
premiere,"0,9","0,56764621","2,9524","1,39557123","1,0952","0,4364",1,0,"1,4286","0,8106",1,0
presse,"-0,4","0,51639778","1,5455","0,96250035","1,5909","1,0538",1,0,"1,1818","0,5011","1,1364","0,4676"
privileg,"1,1","0,87559504","2,5714","1,20712172","1,8571","1,0623","1,2381","0,539","1,0476","0,2182",1,0
probe,0,"0,97332853",2,"1,38169856","1,7391","1,2869","1,3043","0,9261","1,913","1,2761","1,3043","0,8757"
problem,"-1,7","0,9486833","1,15","0,36634755","2,65","1,4609","1,95","1,2344","2,7","1,0311","1,1","0,3078"
profi,"1,4","0,75393703","2,6522","1,11227431","1,5652","1,1211","1,3043","0,9261","1,8261","1,1541","1,3913","1,1575"
profil,"0,65","0,8127277","1,5","0,96362411","1,0909","0,2942",1,0,"1,0909","0,2942",1,0
profit,"0,5","1,63835604","2,1364","1,2834275","2,2727","1,3864","1,2273","0,6853","1,3182","0,7799","1,1818","0,6645"
prognose,"0,3","0,48304589","1,381","0,66904338","1,1429","0,3586","1,4286","0,8701","1,7619","1,0443","1,0952","0,3008"
programm,"0,29411765","0,9701425","1,8571","1,15263673","1,2857","0,6437","1,0476","0,2182","1,0476","0,2182",1,0
promille,"-0,8","0,78881064","1,4","0,75393703","1,95","1,191","1,2","0,5231","1,95","1,3563","1,9","1,1653"
protest,"0,08823529","1,62121629","1,1429","0,47809144","2,619","1,322","1,2381","0,4364","1,381","0,8047","1,0476","0,2182"
prozent,"-0,0882353","0,9331487","1,2857","0,78376381","1,0476","0,2182",1,0,1,0,"1,0476","0,2182"
prunk,"0,6","1,34989712","2,4091","1,40268759","1,9545","1,1329","1,6364","1,329","1,2727","0,9351","1,4091","0,7964"
psyche,"0,5","1,3540064","2,2727","1,31590339","1,2727","0,5505","1,4545","0,671","1,7727","0,7516","1,1364","0,3513"
psychose,"-2,1","0,99442893","1,1905","0,87287156","1,7143","1,1892","2,0952","1,3749","2,4762","1,4007","1,4762","1,0305"
pudel,0,"1,07605517","2,4091","1,50108186","1,8636","1,2069","1,3636","1,0022","1,2727","0,8827","1,6364","1,1358"
puder,"0,65","0,87509398","2,12","1,23558353","1,16","0,6245","1,2","0,8165","1,24","0,8307","1,32","0,6904"
pullover,"1,05","1,17","2,4286","1,28730061","1,0952","0,4364","1,0952","0,4364","1,0476","0,2182","1,0952","0,3008"
pulver,"-0,15","0,74515982","1,2857","0,71713717","1,3333","0,7303","1,0952","0,3008","1,5714","1,1212","1,2381","0,4364"
pumpe,"0,3","0,97872097","1,6364","1,17697977","1,3636","1,0022","1,4091","1,0538","1,5455","1,0108","1,4545","1,1843"
punkt,"0,17647059","0,75761141","2,2727","1,60895761","1,3182","0,9455","1,4545","1,0568","1,4545","1,0108","1,2727","0,9351"
puppe,"0,45","0,94451324","2,1667","1,3077251","1,2917","0,6903","1,5417","0,9771","1,5","1,0215","1,5","0,7802"
purpur,"1,5","0,88852332","2,5238","1,47034172",1,0,"1,0476","0,2182",1,0,"1,0476","0,2182"
puste,"-0,25","0,85069631","1,5652","1,07981846","1,7826","1,2416","1,4783","1,0816","1,6522","1,1524","1,5652","1,1995"
quader,"0,1","0,64072328","1,3182","0,8937009","1,0455","0,2132",1,0,"1,0455","0,2132","1,0455","0,2132"
qual,"-2,7","0,67494856",1,0,"3,1429","1,3522",3,"1,3784","3,4762","1,6006","2,7619","1,6705"
qualitÃ¤t,"1,64705882","1,04104705","3,4286","1,20712172","1,2381","0,4364","1,0476","0,2182","1,0476","0,2182",1,0
quelle,"1,5","0,82717019","2,9545","1,55769282",1,0,"1,0455","0,2132",1,0,1,0
quote,"-0,05","0,94451324","1,5417","1,02062073","2,2917","1,1971","1,3333","0,8681","1,4583","0,9771","1,375","1,1349"
rabatt,"1,35","0,98808693","2,8636","1,12527053","1,1364","0,4676",1,0,1,0,"1,1818","0,8528"
rabe,"-0,68","1,43","1,9","1,16528741","1,45","0,887","1,9","1,2524","2,15","1,268","1,6","0,9947"
rache,"-2,05","1,05006265","1,75","1,22474487","2,8333","1,3406","2,125","1,2619","2,5833","1,3805","1,5833","1,1001"
rachen,"-0,9","1,02083557","1,0952","0,3007926","1,2381","0,7003",1,0,"1,3333","0,5774","1,9048","1,1792"
radar,"-1,05","1,14593102","1,6667","1,04949954","1,9583","1,2329","1,3333","0,9168","1,5417","0,8836","1,4583","1,1788"
radau,"-1,25","0,9268087","1,8182","1,05272271","2,9545","1,4631","1,1818","0,5011","1,4545","0,9117","1,2273","0,8691"
radikale,"-1,9","1,10050493","1,0952","0,3007926","2,9048","1,4108","1,5238","1,1233","2,6667","1,4606","1,5714","0,8106"
rakete,"-0,6","1,0749677","1,95","1,23437604","1,3","0,7327","1,2","0,6959",2,"1,0761","1,05","0,2236"
rampe,"0,25","1,11803399","1,2083","0,50897738","1,1667","0,4815","1,125","0,4484","1,3333","0,637","1,1667","0,4815"
ramsch,"-0,9411765","1,30130882","1,2727","0,55048188","2,0455","1,3266","1,2273","0,8691","1,2273","0,8691","1,7727","1,2318"
rasierer,"0,23","1,38","1,5",1,"1,35","0,6708","1,1","0,3078","1,3","0,7327","1,4","0,6806"
rasse,"-1,25","1,20852237","1,0476","0,21821789","2,9524","1,2032","1,4762","1,1233","1,619","1,2836","1,8571","1,459"
rast,"0,9","0,56764621","3,3636","1,36435767","1,1818","0,3948","1,2273","0,4289","1,1818","0,5011","1,3636","1,0022"
